id_user,id_rental,id_vehicle,rating,sum_day_of_rental,total_pay
5146,36,MBL0031,5,3,2100000
7648,66,MBL001,5,4,1800000
7787,71,MBL0028,5,2,1000000
7356,2,MBL0034,5,2,1000000
10438,88,MBL0024,4,2,1100000
1267,119,MBL0036,5,4,3800000
7924,20,MBL0027,5,2,1100000
11765,49,MTR0025,4,4,440000
167,112,MTR0035,5,3,360000
5981,94,MTR0036,5,2,260000
12240,92,MTR004,5,3,390000
10983,90,MTR0035,5,3,360000
10833,119,MTR008,5,4,400000
8046,100,MBL0034,5,2,1700000
722,114,MBL0013,5,2,700000
8683,28,MBL0038,5,3,4200000
7137,53,MTR0032,5,2,180000
7521,118,MBL009,4,4,2400000
11811,54,MTR0035,4,3,390000
4534,9,MTR0027,5,3,360000
9845,81,MTR0036,5,2,260000
9089,119,MTR0011,5,4,1040000
9673,33,MBL0034,5,2,2900000
12425,106,MTR0038,5,4,720000
4909,29,MBL0040,5,2,700000
6507,26,MBL0035,4,3,3450000
10876,40,MBL001,5,4,1400000
6475,73,MBL0025,4,2,1100000
5062,2,MBL0040,4,2,700000
6999,23,MBL0038,5,3,2100000
8191,80,MTR0031,5,3,240000
7201,43,MTR0014,5,4,920000
11017,26,MBL007,4,2,800000
109,6,MTR0013,4,3,600000
11845,115,MBL0034,4,2,2900000
5707,76,MBL0023,5,2,900000
7925,100,MBL0032,4,4,3000000
12674,118,MBL003,5,3,900000
2123,75,MBL0012,4,4,1400000
11188,69,MBL0015,4,2,600000
7292,45,MTR004,4,3,360000
6166,98,MTR0036,4,2,180000
7095,62,MTR0018,5,3,270000
12471,117,MBL0033,5,2,1300000
8549,113,MBL006,5,4,1600000
6948,115,MTR0029,5,2,360000
8412,24,MBL0024,5,2,700000
12902,12,MBL0042,5,4,1600000
12440,116,MBL0012,5,4,1600000
4199,39,MBL0033,4,2,900000
2453,51,MTR0026,5,3,330000
2252,100,MBL0032,5,4,3000000
1042,58,MBL0024,5,2,1200000
13577,106,MTR0026,5,3,330000
12684,11,MBL003,5,3,1800000
2232,7,MBL0032,5,4,1600000
7649,39,MBL0027,5,2,1200000
9738,9,MTR005,5,3,300000
7774,13,MBL0023,5,2,800000
11331,53,MTR0022,5,4,400000
6922,8,MTR0028,5,2,280000
12410,110,MTR003,5,3,330000
6836,16,MBL004,5,3,900000
1082,87,MBL0042,4,4,1000000
11461,57,MBL0011,5,2,500000
2577,93,MBL0038,4,3,2850000
1808,108,MTR006,5,3,300000
6791,67,MBL0038,5,3,1950000
3741,90,MTR0019,4,4,360000
1289,43,MTR0011,5,4,1000000
105,100,MBL0010,5,2,500000
9311,19,MBL0036,5,4,2200000
5654,116,MTR0038,5,4,800000
1818,7,MBL0025,5,2,1600000
5127,78,MTR0010,5,4,1080000
12092,51,MTR005,5,3,300000
4890,8,MTR0036,4,2,260000
2200,73,MBL0017,5,3,1800000
648,87,MBL0026,5,2,1300000
1928,43,MTR008,5,4,280000
13281,39,MBL0030,5,4,1400000
10117,56,MBL0022,5,4,2400000
2537,78,MTR0018,5,3,300000
3484,67,MBL0032,5,4,1600000
1705,92,MTR004,4,3,390000
2211,109,MTR0016,4,4,520000
12103,1,MTR002,4,2,260000
4105,70,MBL0030,5,4,2000000
1925,7,MBL0012,5,4,1000000
5070,6,MTR0036,5,2,200000
11900,120,MTR0028,5,2,340000
13826,36,MBL0023,5,2,900000
12773,76,MBL0013,4,2,600000
4600,35,MBL003,5,3,1350000
9564,50,MTR0025,5,4,400000
4423,96,MTR0017,5,3,300000
2640,105,MBL0018,4,3,1650000
1104,50,MTR0039,4,1,170000
8514,85,MBL0041,4,3,1200000
13819,7,MBL0041,5,3,1050000
10302,79,MTR004,5,3,330000
9255,116,MTR0011,5,4,1080000
4708,112,MTR0013,4,3,600000
3000,42,MBL0035,5,3,4200000
10524,53,MTR0029,5,2,300000
3249,42,MBL0041,5,3,900000
6786,120,MBL0018,5,3,1350000
7064,77,MBL0042,5,4,1000000
9354,16,MBL0015,5,2,500000
9874,108,MTR001,4,3,300000
1084,63,MBL0028,4,2,600000
4236,115,MTR005,5,3,270000
9724,60,MBL0039,5,2,1800000
9720,22,MBL0034,5,2,2800000
9814,8,MTR0036,5,2,260000
10744,118,MTR0020,5,3,300000
4939,23,MBL0032,5,4,2000000
10797,116,MTR0011,5,4,1080000
5901,103,MTR0038,5,4,640000
8508,5,MBL0020,5,2,1200000
7835,92,MTR0020,5,3,330000
2378,82,MBL0027,4,2,1200000
10761,105,MBL0024,5,2,1200000
11090,35,MBL0028,4,2,1200000
537,68,MBL003,5,3,1500000
11248,52,MTR0015,4,3,600000
10480,36,MBL0024,5,2,1100000
7120,116,MBL0034,4,2,1400000
6178,42,MBL0012,4,4,1600000
1011,26,MBL0017,5,3,1350000
11705,99,MTR0010,5,4,1080000
3272,120,MBL0041,4,3,750000
5508,30,MBL0038,4,3,3750000
2271,118,MBL0031,5,3,1350000
5126,14,MBL0034,4,2,1000000
10341,82,MBL0037,5,3,3300000
9592,71,MBL0028,4,2,1000000
2080,66,MBL0020,5,2,600000
12874,71,MBL0014,5,2,800000
6138,86,MBL004,5,3,1050000
12578,68,MBL0027,5,2,1000000
5569,79,MTR0023,4,4,440000
12426,9,MTR005,5,3,300000
11784,109,MTR0023,3,4,560000
12075,28,MBL0025,5,2,1100000
3060,104,MBL0027,5,2,900000
11955,70,MBL0029,5,4,2000000
11571,85,MBL0026,4,2,1100000
9080,22,MBL0021,5,2,1000000
9040,17,MBL0035,5,3,3300000
1043,74,MBL007,4,2,900000
7532,16,MBL0033,5,2,1600000
385,98,MTR009,5,4,280000
3616,115,MBL0039,5,2,1200000
3824,108,MTR0017,4,3,390000
12508,118,MBL0013,5,2,700000
11726,100,MBL0015,5,2,600000
12520,113,MBL0011,4,2,800000
4317,57,MBL0037,5,3,2700000
12696,120,MBL002,4,3,1350000
5186,118,MBL003,5,3,900000
8626,32,MTR009,5,4,360000
5195,19,MBL003,5,3,900000
4304,113,MBL008,5,3,1050000
6529,117,MTR0015,5,3,690000
3572,97,MBL001,5,4,2200000
6717,36,MBL006,4,4,1600000
7586,72,MBL0011,5,2,500000
9747,26,MBL002,5,3,1200000
13163,46,MTR0013,5,3,750000
6833,76,MBL003,4,3,1050000
1186,105,MBL0012,5,4,1200000
3265,66,MBL0041,5,3,1050000
12723,76,MBL0032,5,4,2400000
7969,92,MTR0027,4,3,300000
10344,48,MTR0023,5,4,600000
11251,69,MBL0022,4,4,2200000
1784,108,MTR0010,4,4,1120000
13148,26,MBL008,5,3,1200000
3328,98,MTR0026,5,3,420000
11995,114,MBL0042,5,4,1600000
1668,104,MBL004,2,3,1800000
8746,17,MBL0022,5,4,1400000
298,102,MTR0018,5,3,390000
10250,115,MTR009,5,4,360000
9201,98,MTR0020,5,3,270000
12886,37,MBL0038,5,3,4350000
1419,60,MBL0028,4,2,600000
10726,93,MBL0018,5,3,1800000
2614,67,MBL0028,5,2,1200000
7056,4,MTR004,4,3,270000
12400,9,MTR0029,4,2,280000
8345,78,MTR0015,5,3,630000
7992,46,MTR0029,4,2,320000
10049,100,MBL0035,5,3,2700000
3017,44,MTR006,4,3,390000
12390,14,MBL007,5,2,600000
13674,1,MTR0022,4,4,600000
1852,100,MBL0016,4,3,1650000
4459,14,MBL0031,5,3,2400000
11389,51,MTR006,5,3,390000
2644,76,MBL0032,5,4,2400000
13275,48,MTR0036,5,2,180000
4072,45,MTR0025,5,4,520000
5668,7,MBL0034,4,2,2200000
3549,70,MBL0031,5,3,1500000
3343,100,MBL0024,5,2,1000000
12588,116,MBL0038,5,3,4200000
10315,26,MBL0028,4,2,600000
6292,106,MTR0012,4,2,560000
10278,41,MBL0025,5,2,1000000
524,55,MBL0034,5,2,1300000
8241,36,MBL0016,5,3,1500000
4983,117,MBL001,5,4,2400000
1047,51,MTR002,5,2,260000
280,16,MBL0029,2,4,2000000
9739,43,MTR0013,5,3,630000
5035,112,MTR0022,5,4,600000
3991,118,MTR0015,4,3,720000
10063,78,MTR0034,5,3,270000
856,14,MBL0039,5,2,1000000
7543,75,MBL0030,5,4,2000000
11885,87,MBL0040,4,2,600000
11415,73,MBL0030,4,4,1200000
7118,32,MTR0034,5,3,270000
5169,39,MBL008,3,3,900000
13208,19,MBL0022,5,4,1600000
9912,5,MBL004,5,3,1350000
9786,80,MTR0037,5,4,720000
7761,39,MBL0020,5,2,700000
5934,89,MBL0012,5,4,1600000
7794,5,MBL0025,5,2,1400000
2857,46,MTR0038,5,4,800000
7993,93,MBL0035,5,3,2100000
7861,65,MBL0019,4,2,900000
8989,5,MBL008,5,3,1500000
8533,120,MBL006,4,4,2400000
4333,88,MBL0041,4,3,900000
4624,10,MTR0012,5,2,560000
5832,113,MBL0016,5,3,1650000
11991,115,MBL0010,5,2,600000
11600,42,MBL008,5,3,1800000
12033,19,MBL0026,4,2,1300000
3239,111,MTR0039,5,1,200000
6991,40,MBL0027,4,2,1300000
10260,12,MBL0035,5,3,3450000
8994,48,MTR008,5,4,320000
9570,42,MBL001,4,4,1800000
5631,80,MTR0010,5,4,1000000
13214,91,MBL0013,5,2,800000
8198,88,MBL0037,5,3,1500000
7031,97,MBL001,4,4,2200000
13475,101,MBL007,5,2,800000
12733,58,MBL007,5,2,700000
7813,103,MTR0027,4,3,330000
10998,52,MTR0035,5,3,390000
6141,36,MBL0014,5,2,800000
9000,110,MTR0013,4,3,690000
10234,40,MBL0028,5,2,900000
10465,87,MBL0018,4,3,1650000
7080,76,MBL005,5,3,1050000
246,118,MTR0037,5,4,600000
4829,4,MTR0026,5,3,300000
6712,75,MBL002,5,3,1800000
12868,102,MTR004,5,3,300000
11488,113,MTR0034,5,3,360000
1608,106,MTR0020,5,3,240000
5629,1,MTR0023,4,4,560000
9952,112,MTR002,5,2,300000
831,68,MBL0038,5,3,1500000
9208,115,MBL008,5,3,1650000
10883,4,MTR0015,5,3,630000
12260,116,MBL0020,4,2,1200000
7349,71,MBL0017,5,3,900000
6645,13,MBL0032,4,4,3000000
10290,33,MBL001,5,4,2000000
886,100,MBL004,5,3,1500000
7887,58,MBL0033,4,2,1000000
310,116,MBL0027,5,2,1300000
1627,119,MBL003,5,3,1500000
7625,28,MBL0021,5,2,900000
1318,30,MBL0019,4,2,700000
8810,119,MTR009,5,4,320000
11546,33,MBL003,5,3,1050000
5399,69,MBL0036,5,4,3800000
566,42,MBL0016,4,3,1200000
13694,23,MBL0032,5,4,2000000
10614,114,MBL0018,5,3,1050000
4273,11,MBL0029,4,4,2000000
421,71,MBL003,5,3,1800000
5992,107,MTR0024,5,3,450000
2249,108,MTR0020,4,3,240000
2265,1,MTR0027,4,3,300000
5144,85,MBL007,5,2,700000
6366,120,MBL0028,5,2,700000
526,106,MTR0020,5,3,240000
8751,103,MTR0013,5,3,660000
3251,103,MTR007,4,2,200000
3619,90,MTR0024,5,3,480000
13824,34,MBL0021,5,2,800000
10987,100,MBL006,5,4,2400000
10750,113,MTR0016,4,4,520000
9420,46,MTR0024,5,3,300000
1687,25,MBL0017,5,3,1500000
10040,29,MBL0010,5,2,700000
9855,3,MBL0021,4,2,800000
13328,109,MTR0030,5,3,420000
5772,17,MBL0021,5,2,900000
530,51,MTR004,5,3,270000
939,99,MTR0033,4,3,300000
5436,71,MBL0018,5,3,1050000
2288,77,MBL0030,4,4,1200000
4442,114,MTR0020,5,3,300000
12602,95,MTR0024,4,3,480000
1088,68,MBL0024,5,2,600000
9819,117,MTR0016,5,4,360000
2999,120,MBL0027,5,2,1500000
192,117,MBL0011,4,2,500000
1030,94,MTR0011,5,4,1040000
2153,27,MBL0042,5,4,1200000
4509,1,MTR0013,5,3,630000
3970,101,MBL003,5,3,1500000
9837,5,MBL0032,4,4,2000000
12699,20,MBL0017,5,3,1500000
6005,50,MTR0023,5,4,520000
1227,4,MTR0010,4,4,1120000
6782,48,MTR0011,5,4,1160000
1071,18,MBL0029,5,4,1600000
5964,67,MBL0018,5,3,1200000
10739,28,MBL0039,5,2,2300000
11946,110,MTR005,4,3,270000
3527,3,MBL0031,5,3,1350000
186,66,MBL0024,4,2,1000000
8557,27,MBL0035,5,3,3000000
12181,35,MBL003,4,3,1350000
7445,43,MTR002,5,2,200000
3595,85,MBL0020,5,2,1100000
12271,19,MBL0017,5,3,1200000
7848,19,MBL001,5,4,1800000
9571,48,MTR0039,4,1,190000
11912,32,MTR0015,5,3,600000
5316,72,MBL009,4,4,1400000
6068,105,MBL0032,5,4,2000000
7165,111,MTR007,5,2,200000
10253,86,MBL0018,5,3,1200000
8280,7,MBL0024,4,2,700000
5085,61,MBL0010,5,2,700000
11226,69,MBL001,4,4,2000000
13502,58,MBL0038,5,3,4050000
5053,37,MBL0015,5,2,700000
9059,55,MBL001,5,4,1400000
7111,85,MBL0030,5,4,1800000
13018,109,MTR0037,4,4,680000
11307,28,MBL0015,5,2,800000
10809,111,MTR0031,4,3,210000
11756,60,MBL0031,4,3,1650000
6109,86,MBL0038,4,3,2850000
1854,113,MTR0022,4,4,560000
13590,28,MBL0036,4,4,5200000
6414,34,MBL0038,4,3,2550000
11672,74,MBL002,4,3,1050000
8705,28,MBL0033,4,2,1000000
11406,51,MTR002,5,2,260000
10961,79,MTR006,5,3,360000
9910,22,MBL003,4,3,1050000
3967,43,MTR0035,5,3,270000
12560,9,MTR005,5,3,300000
10985,2,MBL006,5,4,2000000
2898,16,MBL0025,5,2,1100000
9541,109,MTR0022,5,4,600000
6752,93,MBL0039,5,2,1800000
7616,99,MTR0028,5,2,360000
7736,120,MTR0028,5,2,340000
716,37,MBL009,5,4,1200000
7713,97,MBL006,4,4,2000000
8427,64,MBL0042,4,4,1200000
12900,30,MBL0039,5,2,1500000
5354,20,MBL0025,5,2,1200000
12621,25,MBL0032,5,4,3200000
7184,111,MTR0035,5,3,270000
1274,6,MTR009,5,4,280000
2196,113,MBL002,5,3,1200000
13211,59,MBL0042,5,4,1400000
10386,1,MTR008,5,4,400000
3456,28,MBL001,5,4,1800000
5563,46,MTR0017,5,3,330000
464,89,MBL0014,5,2,700000
3435,2,MBL0041,5,3,900000
6015,89,MBL0020,5,2,1000000
1791,54,MTR0019,5,4,480000
9312,96,MTR0039,5,1,150000
3678,8,MTR0019,4,4,400000
13322,6,MTR0025,4,4,600000
519,31,MBL0042,5,4,1400000
12117,21,MBL008,5,3,1500000
1919,48,MTR0020,5,3,300000
10348,52,MTR0030,5,3,540000
6862,106,MTR0011,4,4,1160000
3295,92,MTR0032,5,2,200000
9676,36,MBL0019,5,2,1000000
10266,15,MBL009,5,4,2000000
6983,49,MTR001,5,3,420000
12929,37,MBL005,5,3,1050000
5721,41,MBL003,5,3,1050000
3951,68,MBL0035,5,3,3450000
3522,22,MBL0036,4,4,3200000
3175,2,MBL001,5,4,2200000
5247,3,MBL0029,5,4,1400000
13096,77,MBL0029,5,4,1400000
1362,16,MBL0024,5,2,700000
1414,66,MBL005,4,3,1800000
4314,3,MBL0014,5,2,800000
383,89,MBL0010,4,2,600000
779,72,MBL001,5,4,1800000
4218,75,MBL0031,4,3,2250000
4586,23,MBL004,5,3,1800000
8973,7,MBL007,5,2,700000
1226,20,MBL002,4,3,1800000
5481,11,MBL0022,4,4,2000000
1383,105,MBL003,4,3,1200000
7923,83,MBL0033,5,2,1200000
13883,32,MTR0016,5,4,360000
11489,69,MBL0042,5,4,1400000
9430,33,MBL005,5,3,1200000
10087,3,MBL0010,5,2,700000
13662,120,MBL0015,4,2,800000
921,5,MBL0024,5,2,700000
4553,109,MTR0023,5,4,560000
3526,65,MBL0023,4,2,1000000
4054,116,MBL008,3,3,1650000
2638,2,MBL0023,5,2,1100000
13636,74,MBL005,4,3,1050000
4641,39,MBL0036,5,4,5400000
2701,43,MTR008,5,4,280000
5548,28,MBL005,5,3,1350000
11873,73,MBL0018,5,3,1650000
7450,85,MBL0041,4,3,1200000
8566,54,MTR0029,4,2,360000
5565,90,MTR001,5,3,330000
10082,106,MTR0032,4,2,200000
1276,3,MBL0011,5,2,500000
2392,93,MBL003,5,3,1650000
3600,80,MTR006,4,3,360000
2806,108,MTR0034,5,3,330000
5484,64,MBL005,5,3,1200000
3416,107,MTR0034,5,3,300000
12261,119,MBL0010,5,2,500000
5386,114,MTR0032,5,2,140000
10090,17,MBL0023,4,2,600000
11560,60,MBL009,5,4,1400000
6240,119,MBL001,4,4,2000000
13057,16,MBL0042,4,4,1000000
11326,77,MBL0019,5,2,900000
1960,62,MTR0038,5,4,760000
12337,100,MBL0024,4,2,1000000
3115,27,MBL0040,5,2,500000
6365,115,MBL0020,5,2,700000
12769,60,MBL0038,5,3,3000000
1950,57,MBL0035,5,3,4200000
9652,53,MTR0015,4,3,690000
10984,71,MBL004,4,3,1800000
4095,120,MBL001,4,4,1200000
1224,49,MTR0023,5,4,520000
13703,116,MBL0011,4,2,700000
7547,98,MTR0011,5,4,1000000
10975,120,MTR0029,5,2,240000
8137,75,MBL0011,5,2,700000
2319,16,MBL0025,5,2,1100000
4567,114,MTR0028,5,2,240000
8846,106,MTR0011,5,4,1160000
8139,2,MBL0018,5,3,1200000
5324,98,MTR0023,4,4,440000
8980,57,MBL006,4,4,2200000
9700,9,MTR0029,4,2,280000
567,119,MBL0039,5,2,2200000
12961,84,MBL0020,5,2,600000
13841,18,MBL0040,5,2,700000
2669,15,MBL0019,4,2,1100000
1164,80,MTR0014,5,4,800000
8609,68,MBL0016,4,3,1500000
2509,1,MTR0034,5,3,330000
6576,106,MTR0015,5,3,750000
7501,47,MTR0031,5,3,240000
13880,91,MBL009,5,4,1600000
13508,60,MBL0010,5,2,600000
3247,79,MTR006,4,3,360000
2009,56,MBL0037,5,3,3300000
2757,114,MBL0036,5,4,4000000
4673,16,MBL0034,4,2,2000000
1616,94,MTR0010,5,4,1000000
7192,119,MTR009,5,4,320000
7417,61,MBL009,4,4,1400000
10886,23,MBL0030,5,4,2200000
5538,36,MBL004,5,3,1350000
13435,78,MTR0026,5,3,450000
7954,95,MTR008,5,4,360000
9365,81,MTR009,5,4,360000
6519,67,MBL0019,4,2,700000
13256,65,MBL0023,5,2,1000000
4093,84,MBL0036,5,4,2200000
12016,106,MTR0029,5,2,360000
4242,115,MTR0035,4,3,360000
6907,42,MBL0037,4,3,3300000
11540,46,MTR0039,5,1,200000
512,49,MTR0024,5,3,300000
1712,62,MTR0027,5,3,360000
12815,60,MBL0017,5,3,1200000
13784,9,MTR0020,4,3,270000
11123,103,MTR0018,4,3,270000
3575,9,MTR0027,5,3,360000
12180,105,MBL0012,5,4,1200000
12484,7,MBL0030,4,4,2200000
8922,11,MBL0019,5,2,900000
3816,113,MTR0031,5,3,300000
8548,10,MTR0014,4,4,960000
7885,35,MBL007,4,2,800000
1754,18,MBL0042,5,4,1200000
2799,120,MBL0031,5,3,1800000
9450,29,MBL005,5,3,1200000
9641,32,MTR0027,4,3,450000
1017,80,MTR0015,5,3,660000
451,18,MBL0039,5,2,2500000
3535,112,MTR0028,4,2,280000
12553,115,MBL0015,5,2,500000
9668,48,MTR0021,5,2,240000
8655,75,MBL007,4,2,800000
8273,118,MTR0023,5,4,480000
4687,56,MBL0041,5,3,900000
6105,82,MBL001,5,4,2000000
5703,80,MTR0016,4,4,520000
12709,110,MTR0013,5,3,690000
11028,99,MTR0029,5,2,360000
13627,31,MBL0027,4,2,1300000
11127,1,MTR0015,5,3,600000
7577,16,MBL0025,4,2,1100000
12533,100,MBL003,4,3,1650000
6154,68,MBL0032,5,4,2000000
12762,36,MBL0016,4,3,1500000
1945,113,MTR002,5,2,200000
5377,96,MTR0028,4,2,240000
11965,29,MBL004,5,3,1200000
9423,119,MTR0028,4,2,340000
1497,75,MBL006,4,4,2400000
12992,65,MBL0030,4,4,1400000
1120,76,MBL0011,5,2,500000
3717,9,MTR0017,5,3,360000
13474,10,MTR005,5,3,300000
2183,35,MBL0025,4,2,1400000
11001,5,MBL002,5,3,1050000
11576,71,MBL009,5,4,1400000
9039,47,MTR005,5,3,300000
11512,116,MTR0022,5,4,400000
13461,86,MBL002,5,3,1050000
424,60,MBL0037,5,3,2700000
13852,52,MTR0026,5,3,420000
5727,8,MTR0032,4,2,140000
10751,6,MTR002,5,2,200000
11460,17,MBL0039,5,2,1900000
12544,1,MTR0016,5,4,320000
6956,4,MTR0036,5,2,260000
572,14,MBL0037,4,3,4350000
951,61,MBL008,5,3,1200000
53,63,MBL0037,5,3,3150000
5423,115,MTR0011,5,4,1160000
1310,116,MTR006,5,3,300000
6931,9,MTR0015,5,3,690000
1492,26,MBL0040,5,2,500000
10472,58,MBL0016,5,3,1350000
9602,8,MTR0036,4,2,260000
923,45,MTR0018,5,3,360000
3566,56,MBL0032,5,4,1800000
13607,120,MTR008,5,4,360000
973,7,MBL006,4,4,2400000
10690,118,MBL0011,4,2,600000
5755,58,MBL008,5,3,1650000
3456,118,MBL0035,4,3,1650000
9528,3,MBL0027,5,2,1000000
3178,38,MBL005,5,3,1650000
11606,17,MBL0022,4,4,1400000
8795,77,MBL0023,5,2,800000
954,66,MBL0018,5,3,1350000
11695,1,MTR0029,5,2,240000
10721,86,MBL008,4,3,1800000
9140,110,MTR0034,5,3,300000
11637,4,MTR0037,5,4,680000
11030,16,MBL009,5,4,2400000
9481,57,MBL0023,5,2,600000
7463,118,MTR0032,4,2,160000
13760,71,MBL0014,5,2,800000
13326,44,MTR0024,5,3,450000
10035,103,MTR003,5,3,420000
9563,120,MBL0030,5,4,1400000
9551,12,MBL0041,5,3,900000
1799,72,MBL0015,5,2,600000
8570,80,MTR0033,4,3,300000
4707,36,MBL0032,5,4,2200000
13206,22,MBL0023,5,2,1200000
1478,100,MBL0017,5,3,1800000
7014,88,MBL008,4,3,1050000
10360,91,MBL0025,4,2,1300000
4647,53,MTR0013,5,3,690000
10092,30,MBL0038,4,3,3750000
451,117,MBL0023,5,2,1200000
7858,46,MTR0013,5,3,750000
11661,24,MBL0014,5,2,600000
3917,94,MTR0035,5,3,390000
5537,98,MTR0028,5,2,280000
10594,115,MTR007,5,2,160000
735,36,MBL0034,5,2,1600000
13,33,MBL0012,5,4,1200000
10856,102,MTR0010,5,4,1120000
9014,45,MTR0037,5,4,760000
10252,1,MTR0029,3,2,240000
1824,37,MBL008,5,3,1500000
2901,100,MBL003,4,3,1650000
6609,98,MTR0024,5,3,390000
10153,13,MBL0035,5,3,4500000
65,92,MTR0034,4,3,270000
6455,60,MBL002,5,3,1350000
4114,18,MBL001,5,4,1800000
6231,11,MBL0018,5,3,1050000
8673,71,MBL0034,5,2,1000000
3928,30,MBL0028,4,2,1100000
6430,42,MBL0027,5,2,1200000
9306,113,MTR0024,4,3,480000
7509,49,MTR0032,4,2,160000
10173,35,MBL0034,5,2,1600000
6871,27,MBL0013,5,2,700000
2863,89,MBL0028,5,2,1200000
5699,68,MBL0038,5,3,1500000
13048,54,MTR0021,5,2,220000
5232,106,MTR0031,5,3,300000
11328,14,MBL0022,4,4,1600000
10957,69,MBL0011,4,2,500000
3213,88,MBL0012,5,4,1200000
11842,99,MTR0028,5,2,360000
9193,3,MBL0025,4,2,800000
1597,59,MBL005,4,3,1050000
5498,82,MBL004,5,3,1500000
2505,1,MTR0020,4,3,300000
8021,113,MBL0035,5,3,3300000
8524,2,MBL0032,5,4,3200000
12245,37,MBL0013,5,2,700000
1317,60,MBL002,5,3,1350000
6557,45,MTR0013,4,3,600000
4560,85,MBL0030,5,4,1800000
11246,19,MBL0015,4,2,800000
10425,81,MTR0021,5,2,200000
11313,116,MBL0042,5,4,1200000
4798,119,MTR004,5,3,300000
12037,100,MBL0021,3,2,600000
12713,37,MBL005,5,3,1050000
7333,90,MTR0032,5,2,200000
12975,112,MTR0016,5,4,320000
9940,33,MBL0042,5,4,1000000
3720,85,MBL0011,5,2,600000
5332,107,MTR0026,5,3,330000
2670,44,MTR0021,5,2,200000
3934,26,MBL003,5,3,1050000
2045,12,MBL0040,5,2,600000
9139,81,MTR0030,5,3,450000
4608,95,MTR0019,4,4,480000
9482,41,MBL0017,5,3,1500000
9827,91,MBL0012,5,4,1000000
1020,23,MBL0027,5,2,1100000
8117,105,MBL0011,5,2,500000
7988,46,MTR0017,5,3,330000
3558,37,MBL0010,4,2,700000
8551,115,MBL0022,5,4,2000000
12376,115,MTR0034,5,3,360000
9544,75,MBL0010,4,2,700000
4288,40,MBL0034,4,2,1100000
9772,16,MBL0011,4,2,800000
7206,65,MBL0035,5,3,3300000
6378,69,MBL0030,5,4,2200000
510,76,MBL0019,5,2,600000
11564,120,MBL0037,5,3,3150000
12350,29,MBL0025,5,2,1600000
9875,116,MTR0026,5,3,360000
10336,38,MBL006,5,4,1800000
7657,1,MTR0039,5,1,170000
633,79,MTR0012,5,2,520000
5271,36,MBL0029,4,4,1200000
4193,86,MBL0010,4,2,500000
5948,43,MTR003,5,3,420000
6903,9,MTR0033,5,3,240000
3143,6,MTR0031,5,3,270000
3791,54,MTR008,5,4,320000
6522,79,MTR0024,5,3,330000
4572,26,MBL001,5,4,2000000
10477,35,MBL0029,4,4,1400000
456,49,MTR0033,5,3,240000
10335,31,MBL0028,5,2,1100000
11304,19,MBL0021,4,2,1000000
8463,11,MBL0027,5,2,1600000
3809,72,MBL0012,5,4,1600000
4128,79,MTR0027,5,3,330000
6261,102,MTR0011,4,4,1160000
8975,36,MBL0028,4,2,700000
5426,113,MBL0042,5,4,1000000
7820,2,MBL0036,4,4,2000000
9571,74,MBL0023,5,2,1000000
5591,63,MBL0023,3,2,600000
8848,71,MBL0027,5,2,800000
6452,117,MBL0011,5,2,500000
5251,5,MBL0025,4,2,1400000
4245,79,MTR002,4,2,200000
321,29,MBL0014,5,2,700000
8728,108,MTR0012,4,2,500000
5338,22,MBL0024,4,2,1100000
12592,95,MTR0035,5,3,360000
684,118,MTR0023,4,4,480000
6863,117,MBL0029,5,4,1400000
13087,6,MTR0034,4,3,330000
6476,5,MBL0010,3,2,500000
11161,92,MTR004,4,3,390000
13495,30,MBL0030,5,4,1600000
5736,17,MBL006,4,4,2200000
8764,10,MTR0018,5,3,360000
11817,93,MBL006,4,4,2000000
7247,2,MBL0024,5,2,900000
5769,88,MBL0030,5,4,2200000
4444,45,MTR0015,5,3,690000
9296,72,MBL0010,5,2,500000
12658,32,MTR0038,4,4,720000
5607,31,MBL0028,5,2,1100000
12915,120,MBL006,5,4,2400000
8276,76,MBL0012,4,4,1200000
12344,108,MTR0037,5,4,680000
4235,91,MBL0036,5,4,5400000
10262,87,MBL003,5,3,1800000
10865,11,MBL0036,5,4,3800000
1087,114,MBL0025,4,2,1400000
3122,14,MBL0015,5,2,800000
10647,118,MBL0018,5,3,1050000
11011,97,MBL008,5,3,1350000
1200,9,MTR005,5,3,300000
1522,86,MBL0012,4,4,1600000
7218,116,MBL005,5,3,1800000
2220,29,MBL0030,5,4,2000000
4883,55,MBL0039,4,2,2000000
7154,2,MBL0029,4,4,1400000
6582,111,MTR0014,5,4,840000
10949,116,MTR003,4,3,360000
6092,93,MBL0014,5,2,700000
9778,109,MTR006,5,3,390000
2682,63,MBL0016,4,3,1200000
9789,119,MBL0016,4,3,1800000
6498,68,MBL0032,4,4,2000000
334,83,MBL006,4,4,1600000
1304,16,MBL0042,5,4,1000000
9265,21,MBL0034,5,2,1700000
4140,73,MBL005,4,3,1350000
13704,63,MBL008,4,3,1800000
13014,57,MBL005,4,3,1050000
9413,41,MBL0028,5,2,1100000
7279,4,MTR0013,4,3,720000
7650,9,MTR0017,5,3,360000
11679,55,MBL001,5,4,1400000
2052,92,MTR004,5,3,390000
4692,64,MBL0033,5,2,1400000
2690,108,MTR0030,5,3,540000
5493,52,MTR0034,5,3,360000
11079,43,MTR0026,5,3,360000
5557,88,MBL0029,5,4,1800000
11584,101,MBL0040,4,2,500000
3457,20,MBL0023,5,2,1000000
